# File used : 52967538-6671-C748-9CEC-C21D276D640B.root


Event Number : 0
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
  21    421       2       12291                 -1  -3.9219   0.000   2.0469 1.67969
  22   -523       2       28675                 17   0.9805   5.328   0.6094 50.12500
  23    523       2       28675                 17   0.5527   5.328   0.5234 12.06250
  24     -4      71        8193                 -1  -1.8750   0.000   0.9102 20.25000
  25   -411       2       12291                 24  -1.8477   0.000   0.8730 11.53125
  26      4      71        8193                 -1  -3.2109   0.000   3.0625 18.75000
  27    413       2       12291                 26  -3.2422   2.008   3.0547 13.53125
  28   -421       2       12291                 26  -2.8594   0.000   1.7773 4.31250
  29     21      71        8193                 -1   0.9785   0.000  -1.0039 27.25000
  30      2      71        8193                 -1   1.2109   0.000  -2.4219 0.27734
  31     21      71        8193                 -1   4.6094   0.000  -2.0625 5.20312
  32     21      71        8193                 -1   3.9844   0.000   1.3906 5.53125
  33      3      71        8193                 -1   1.8398   0.000   0.2617 0.55664
  34      2      71        8193                 -1  -6.8594   0.000   3.0781 0.34766
  35    -11       1       12352                 21  -3.2500   0.000   1.6523 0.39062
  36     12       1       12352                 21  -3.5000   0.000   2.5234 1.39062
  37   -521       2       12354                 22   0.9805   5.281   0.6113 49.37500
  38    521       2       12354                 23   0.5527   5.281   0.5215 11.87500
  39    421       2       12354                 27  -3.2422   0.000   3.0547 12.31250
  40     11       1       12352                 30  -5.2031   0.000  -1.5664 0.00627
  41    -11       1       12352                 30  -4.1719   0.000   1.1406 0.05042
  42    -12       1       12352                 37   1.0703   0.000   0.6641 4.10938
  43     11       1       12352                 37   0.9648   0.000   0.5977 37.25000
  44    423       2       28738                 37   1.0039   2.008   0.6426 8.03125
  45     14       1       12352                 38   0.7246   0.000  -0.0341 2.49219
  46    -13       1       12352                 38   0.1963   0.000   0.4023 3.12500
  47   -423       2       12354                 38   0.5938   2.008   0.7695 6.85938
  48    421       2       12354                 44   0.9980   0.000   0.6602 7.57812
  49   -421       2       12354                 47   0.5898   0.000   0.7676 6.25000

Event Number : 19
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 22976.0000   0.000   0.0000 0.00000
   1     -3      21       10625                 -1 -22848.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0   0.3105  80.250  -3.0625 98.50000
   3     25      22        4481                  0   0.8125 125.000   0.0820 98.50000
   4     24      44         257                  2   0.6074  80.250  -3.0703 80.25000
   5     25      44         257                  3   0.6699 125.000   0.0942 129.50000
   6     24      44         257                  4   0.6270  80.250  -3.0781 78.75000
   7     25      44         257                  5   0.6504 125.000   0.0972 132.00000
   8     24      44         257                  6   0.6191  80.250  -3.0547 77.75000
   9     25      44         257                  7   0.6523 125.000   0.0752 133.50000
  10     -4      44       16385                 -1  -0.1724   0.000   0.4043 2.75000
  11     24      62       10497                  8   0.6172  80.250  -3.0469 78.75000
  12     25      62       10497                  9   0.6523 125.000   0.0713 132.00000
  13     22       1        8193                 10  -0.0825   0.000  -0.3232 1.28125
  14    -11       1       12673                 11  -0.0388   0.000   2.2812 40.12500
  15     12       1       12673                 11   0.7539   0.000  -2.5156 64.50000
  16     35      22       14721                 12  -0.3711  20.000  -0.1289 57.87500
  17     35      22       31105                 12   1.1953  20.000   0.2231 76.25000
  18      5      23       12673                 16  -0.6016   0.000  -0.2969 29.37500
  19     -5      23       12673                 16  -0.1082   0.000   0.0393 29.31250
  20     22       1       12673                 17   1.1914   0.000   0.2676 74.75000
  21     22       1       12673                 17   0.7148   0.000  -0.9082 3.66406
  22      2      71        8193                 -1   1.8672   0.000   0.3252 0.75195
  23     -2      71        8193                 -1   3.1406   0.000   2.4219 2.50000
  24    421       2       12291                 -1  -4.6250   0.000  -0.5215 1.05078
  25   -533       2       28675                 18  -0.5840   5.422  -0.2871 29.31250
  26    513       2       28675                 18  -0.1333   5.328   0.0239 28.37500
  27   -423       2       28675                 10  -1.0664   2.008   0.6973 1.80859
  28      1      71        8193                 -1   2.4688   0.000  -1.3711 3.41406
  29     21      71        8193                 -1   2.1250   0.000  -2.9766 7.73438
  30     -3      71        8193                 -1   4.8594   0.000  -2.9766 0.27051
  31    421       2       12291                 10  -3.3203   0.000   2.6484 0.73633
  32      1      71        8193                 -1   0.3916   0.000   0.2949 1.92188
  33     21      71        8193                 -1  -1.2891   0.000   0.4531 7.56250
  34     -2      71        8193                 -1   0.7598   0.000  -2.9688 1.41406
  35     21      71        8193                 -1   1.4453   0.000  -3.0156 18.93750
  36   -413       2       12291                 -1  -4.0156   2.008  -0.4912 1.77344
  37      2      71        8193                 -1   6.1719   0.000  -2.3594 1.43750
  38      3      71        8193                 -1  -5.2812   0.000  -0.1001 1.48047
  39      2      71        8193                 -1  -5.5156   0.000   1.6641 1.86328
  40   -531       2       12354                 25  -0.5859   5.359  -0.2871 28.93750
  41    511       2       12354                 26  -0.1333   5.281   0.0233 28.37500
  42   -421       2       12354                 27  -1.0430   0.000   0.6211 1.72266
  43     11       1       12352                 28   2.2109   0.000  -0.2520 0.50977
  44    -11       1       12352                 28   2.2031   0.000  -0.2334 0.44727
  45     11       1       12352                 32   0.6680   0.000  -2.9688 0.38379
  46    -11       1       12352                 32   0.6582   0.000  -2.9688 0.83984
  47   -421       2       12354                 36  -4.0312   0.000  -0.4922 1.60156
  48     11       1       12352                 22   2.0000   0.000  -2.2656 0.10718
  49    -11       1       12352                 22   2.0469   0.000  -2.1484 0.04309
  50     12       1       12352                 40  -0.8145   0.000  -0.3809 1.35547
  51    -11       1       12352                 40  -0.5938   0.000  -0.3477 19.68750
  52   -433       2       28738                 40  -0.5098   2.109  -0.1218 8.03125
  53    -16       1       12352                 41  -0.2900   0.000   0.0424 0.92773
  54     15       2       12354                 41  -0.2046   0.000   0.0974 16.12500
  55    411       2       12354                 41  -0.0177   0.000  -0.0828 11.43750
  56     11       1       12352                 37   5.3281   0.000  -0.3018 0.07129
  57    -11       1       12352                 37   5.3281   0.000  -0.3018 0.07568
  58   -431       2       12354                 52  -0.5039   1.969  -0.1328 7.87500
  59     16       1       12308                 54  -0.4111   0.000  -0.1162 0.82812
  60    111       2       28694                 54  -0.1904   0.000   0.0382 2.82812
  61   -211       1       12308                 54  -0.1042   0.000   0.0253 2.72656
  62   -211       1       12308                 54  -0.2437   0.000   0.1890 4.50000
  63    211       1       12308                 54  -0.1948   0.000   0.1213 5.31250
  64    -13       1       12352                 55   0.0084   0.000   0.0996 0.67969
  65     14       1       12352                 55  -0.0784   0.000  -0.1279 2.21875
  66     22       1       12356                 60  -0.1675   0.000   0.0762 1.52344
  67     22       1       12356                 60  -0.2163   0.000  -0.0061 1.30859
