
Event 0
                  D(s)*- [-433] (status=2) pt=4.64, eta=-2.08, phi=1.84, mass=2.11
                    D(s)- [-431] (status=2) pt=4.58, eta=-2.08, phi=1.86, mass=1.97
                      tau- [15] (status=2) pt=4.09, eta=-2.07, phi=1.82, mass=0.00
                        nu(tau) [16] (status=1) pt=2.23, eta=-1.93, phi=1.60, mass=0.00
                        e- [11] (status=1) pt=1.23, eta=-1.66, phi=2.12, mass=0.00
                        nu(e)~ [-12] (status=1) pt=0.74, eta=-2.66, phi=1.98, mass=0.00
                      nu(tau)~ [-16] (status=1) pt=0.52, eta=-2.05, phi=2.21, mass=0.00
                  D*(2007)0 [423] (status=2) pt=19.69, eta=-2.04, phi=1.85, mass=2.01
                    D0 [421] (status=2) pt=18.00, eta=-2.04, phi=1.85, mass=0.00
                B*0 [513] (status=2) pt=23.94, eta=-2.20, phi=-1.70, mass=5.33
                  B0 [511] (status=2) pt=23.88, eta=-2.20, phi=-1.70, mass=5.28
                    D*(2010)+ [413] (status=2) pt=10.53, eta=-2.14, phi=-1.73, mass=2.01
                      D+ [411] (status=2) pt=9.66, eta=-2.15, phi=-1.73, mass=0.00
                    D*(2010)- [-413] (status=2) pt=10.97, eta=-2.24, phi=-1.66, mass=2.01
                      D~0 [-421] (status=2) pt=10.28, eta=-2.25, phi=-1.66, mass=0.00
              b~ [-5] (status=23) pt=28.94, eta=-2.19, phi=-1.70, mass=0.00
                b~ [-5] (status=71) pt=27.38, eta=-2.19, phi=-1.70, mass=0.00

Event 106
c [4] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-40.00, phi=0.98, mass=125.00
    H0 [25] (status=44) pt=12.72, eta=-4.05, phi=-2.95, mass=125.00
      H0 [25] (status=44) pt=16.00, eta=-3.82, phi=-2.75, mass=125.00
        H0 [25] (status=44) pt=16.00, eta=-3.82, phi=-2.73, mass=125.00
          H0 [25] (status=62) pt=16.88, eta=-3.77, phi=-2.87, mass=125.00
            35 [35] (status=22) pt=5.62, eta=-3.85, phi=-1.82, mass=60.00
              gamma [22] (status=1) pt=20.19, eta=-0.55, phi=-3.05, mass=0.00
              gamma [22] (status=1) pt=19.00, eta=-2.55, phi=-0.19, mass=0.00
            35 [35] (status=22) pt=14.88, eta=-3.45, phi=3.09, mass=60.00
              b [5] (status=23) pt=31.69, eta=-1.93, phi=1.93, mass=0.00
                b [5] (status=71) pt=26.00, eta=-2.04, phi=1.84, mass=0.00
                B- [-521] (status=2) pt=24.31, eta=-2.05, phi=1.85, mass=5.28
                  D(s)*- [-433] (status=2) pt=4.64, eta=-2.08, phi=1.84, mass=2.11
                    D(s)- [-431] (status=2) pt=4.58, eta=-2.08, phi=1.86, mass=1.97
                      tau- [15] (status=2) pt=4.09, eta=-2.07, phi=1.82, mass=0.00
                        nu(tau) [16] (status=1) pt=2.23, eta=-1.93, phi=1.60, mass=0.00
                        e- [11] (status=1) pt=1.23, eta=-1.66, phi=2.12, mass=0.00
                        nu(e)~ [-12] (status=1) pt=0.74, eta=-2.66, phi=1.98, mass=0.00
                      nu(tau)~ [-16] (status=1) pt=0.52, eta=-2.05, phi=2.21, mass=0.00
                  D*(2007)0 [423] (status=2) pt=19.69, eta=-2.04, phi=1.85, mass=2.01
                    D0 [421] (status=2) pt=18.00, eta=-2.04, phi=1.85, mass=0.00
                B*0 [513] (status=2) pt=23.94, eta=-2.20, phi=-1.70, mass=5.33
                  B0 [511] (status=2) pt=23.88, eta=-2.20, phi=-1.70, mass=5.28
                    D*(2010)+ [413] (status=2) pt=10.53, eta=-2.14, phi=-1.73, mass=2.01
                      D+ [411] (status=2) pt=9.66, eta=-2.15, phi=-1.73, mass=0.00
                    D*(2010)- [-413] (status=2) pt=10.97, eta=-2.24, phi=-1.66, mass=2.01
                      D~0 [-421] (status=2) pt=10.28, eta=-2.25, phi=-1.66, mass=0.00
              b~ [-5] (status=23) pt=28.94, eta=-2.19, phi=-1.70, mass=0.00
                b~ [-5] (status=71) pt=27.38, eta=-2.19, phi=-1.70, mass=0.00

Event 107
g [21] (status=21) pt=0.00, eta=22912.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=38.62, phi=1.57, mass=125.00
    H0 [25] (status=44) pt=20.81, eta=2.32, phi=-1.48, mass=125.00
      H0 [25] (status=44) pt=23.50, eta=2.20, phi=-1.58, mass=125.00
        H0 [25] (status=44) pt=20.88, eta=2.31, phi=-1.70, mass=125.00
          H0 [25] (status=44) pt=21.19, eta=2.30, phi=-1.71, mass=125.00
            H0 [25] (status=44) pt=21.38, eta=2.29, phi=-1.72, mass=125.00
              H0 [25] (status=62) pt=21.50, eta=2.29, phi=-1.70, mass=125.00
                35 [35] (status=22) pt=5.61, eta=3.07, phi=1.91, mass=60.00
                  gamma [22] (status=1) pt=28.62, eta=0.53, phi=-2.99, mass=0.00
                  gamma [22] (status=1) pt=28.12, eta=1.23, phi=0.35, mass=0.00
                35 [35] (status=22) pt=26.62, eta=1.29, phi=-1.60, mass=60.00
                  b [5] (status=23) pt=39.88, eta=0.73, phi=-2.25, mass=0.00
                    b [5] (status=71) pt=37.62, eta=0.73, phi=-2.25, mass=0.00
                  b~ [-5] (status=23) pt=24.56, eta=0.50, phi=0.18, mass=0.00
                    b~ [-5] (status=71) pt=23.75, eta=0.43, phi=0.17, mass=0.00
                    B*- [-523] (status=2) pt=34.88, eta=0.75, phi=-2.24, mass=5.33
                      B- [-521] (status=2) pt=34.50, eta=0.76, phi=-2.24, mass=5.28
                        nu(e)~ [-12] (status=1) pt=11.22, eta=0.82, phi=-2.34, mass=0.00
                        e- [11] (status=1) pt=3.21, eta=0.96, phi=-2.05, mass=0.00
                        D+ [411] (status=2) pt=18.69, eta=0.67, phi=-2.21, mass=0.00
                          e+ [-11] (status=1) pt=3.91, eta=0.53, phi=-2.14, mass=0.00
                          nu(e) [12] (status=1) pt=3.27, eta=0.72, phi=-2.34, mass=0.00
                    B*+ [523] (status=2) pt=18.19, eta=0.45, phi=0.18, mass=5.33
                      B+ [521] (status=2) pt=18.00, eta=0.45, phi=0.18, mass=5.28
                        nu(mu) [14] (status=1) pt=8.34, eta=0.50, phi=0.10, mass=0.00
                        mu+ [-13] (status=1) pt=4.66, eta=0.61, phi=0.36, mass=0.00
                        D*(2007)~0 [-423] (status=2) pt=5.12, eta=0.20, phi=0.15, mass=2.01
                          D~0 [-421] (status=2) pt=4.81, eta=0.19, phi=0.15, mass=0.00

Event 107
g [21] (status=21) pt=0.00, eta=22912.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=38.62, phi=1.57, mass=125.00
    H0 [25] (status=44) pt=20.81, eta=2.32, phi=-1.48, mass=125.00
      H0 [25] (status=44) pt=23.50, eta=2.20, phi=-1.58, mass=125.00
        H0 [25] (status=44) pt=20.88, eta=2.31, phi=-1.70, mass=125.00
          H0 [25] (status=44) pt=21.19, eta=2.30, phi=-1.71, mass=125.00
            H0 [25] (status=44) pt=21.38, eta=2.29, phi=-1.72, mass=125.00
              H0 [25] (status=62) pt=21.50, eta=2.29, phi=-1.70, mass=125.00
                35 [35] (status=22) pt=5.61, eta=3.07, phi=1.91, mass=60.00
                  gamma [22] (status=1) pt=28.62, eta=0.53, phi=-2.99, mass=0.00
                  gamma [22] (status=1) pt=28.12, eta=1.23, phi=0.35, mass=0.00
                35 [35] (status=22) pt=26.62, eta=1.29, phi=-1.60, mass=60.00
                  b [5] (status=23) pt=39.88, eta=0.73, phi=-2.25, mass=0.00
                    b [5] (status=71) pt=37.62, eta=0.73, phi=-2.25, mass=0.00
                  b~ [-5] (status=23) pt=24.56, eta=0.50, phi=0.18, mass=0.00
                    b~ [-5] (status=71) pt=23.75, eta=0.43, phi=0.17, mass=0.00
                    B*- [-523] (status=2) pt=34.88, eta=0.75, phi=-2.24, mass=5.33
                      B- [-521] (status=2) pt=34.50, eta=0.76, phi=-2.24, mass=5.28
                        nu(e)~ [-12] (status=1) pt=11.22, eta=0.82, phi=-2.34, mass=0.00
                        e- [11] (status=1) pt=3.21, eta=0.96, phi=-2.05, mass=0.00
                        D+ [411] (status=2) pt=18.69, eta=0.67, phi=-2.21, mass=0.00
                          e+ [-11] (status=1) pt=3.91, eta=0.53, phi=-2.14, mass=0.00
                          nu(e) [12] (status=1) pt=3.27, eta=0.72, phi=-2.34, mass=0.00
                    B*+ [523] (status=2) pt=18.19, eta=0.45, phi=0.18, mass=5.33
                      B+ [521] (status=2) pt=18.00, eta=0.45, phi=0.18, mass=5.28
                        nu(mu) [14] (status=1) pt=8.34, eta=0.50, phi=0.10, mass=0.00
                        mu+ [-13] (status=1) pt=4.66, eta=0.61, phi=0.36, mass=0.00
                        D*(2007)~0 [-423] (status=2) pt=5.12, eta=0.20, phi=0.15, mass=2.01
                          D~0 [-421] (status=2) pt=4.81, eta=0.19, phi=0.15, mass=0.00

Event 108
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=38.50, phi=-0.79, mass=125.00
    H0 [25] (status=44) pt=19.06, eta=1.93, phi=-0.21, mass=125.00
      H0 [25] (status=44) pt=28.12, eta=1.58, phi=-0.02, mass=125.00
        H0 [25] (status=44) pt=28.00, eta=1.58, phi=-0.04, mass=125.00
          H0 [25] (status=62) pt=25.00, eta=1.69, phi=-0.06, mass=125.00
            35 [35] (status=22) pt=22.81, eta=0.71, phi=0.04, mass=60.00
              gamma [22] (status=1) pt=16.56, eta=1.21, phi=2.29, mass=0.00
              gamma [22] (status=1) pt=35.62, eta=-0.21, phi=-0.33, mass=0.00
            35 [35] (status=22) pt=3.27, eta=3.38, phi=-0.83, mass=60.00
              b [5] (status=23) pt=24.38, eta=0.13, phi=1.17, mass=0.00
                b [5] (status=71) pt=11.97, eta=0.14, phi=1.46, mass=0.00
                g [21] (status=71) pt=11.88, eta=0.16, phi=0.89, mass=0.00
                B*- [-523] (status=2) pt=12.69, eta=0.20, phi=1.38, mass=5.33
                  B- [-521] (status=2) pt=12.53, eta=0.20, phi=1.38, mass=5.28
                    nu(e)~ [-12] (status=1) pt=2.33, eta=-0.07, phi=1.63, mass=0.00
                    e- [11] (status=1) pt=4.80, eta=-0.05, phi=1.53, mass=0.00
                    D*(2007)0 [423] (status=2) pt=5.69, eta=0.48, phi=1.14, mass=2.01
                      D0 [421] (status=2) pt=5.27, eta=0.48, phi=1.14, mass=0.00
                B*0 [513] (status=2) pt=24.69, eta=1.30, phi=-1.86, mass=5.33
                  B0 [511] (status=2) pt=24.25, eta=1.30, phi=-1.86, mass=5.28
                    D*(2010)- [-413] (status=2) pt=6.45, eta=1.24, phi=-1.95, mass=2.01
                      D~0 [-421] (status=2) pt=6.02, eta=1.25, phi=-1.95, mass=0.00
                    pi0 [111] (status=2) pt=2.56, eta=1.41, phi=-1.81, mass=0.00
                      e- [11] (status=1) pt=1.55, eta=1.39, phi=-1.84, mass=0.00
                      e+ [-11] (status=1) pt=0.26, eta=1.39, phi=-1.84, mass=0.00
                e- [11] (status=1) pt=0.02, eta=2.66, phi=0.67, mass=0.00
                e+ [-11] (status=1) pt=0.01, eta=3.05, phi=0.81, mass=0.00
              b~ [-5] (status=23) pt=25.88, eta=1.31, phi=-1.86, mass=0.00
                b~ [-5] (status=52) pt=25.31, eta=1.31, phi=-1.86, mass=0.00
                  b~ [-5] (status=71) pt=25.19, eta=1.31, phi=-1.86, mass=0.00

Event 108
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=38.50, phi=-0.79, mass=125.00
    H0 [25] (status=44) pt=19.06, eta=1.93, phi=-0.21, mass=125.00
      H0 [25] (status=44) pt=28.12, eta=1.58, phi=-0.02, mass=125.00
        H0 [25] (status=44) pt=28.00, eta=1.58, phi=-0.04, mass=125.00
          H0 [25] (status=62) pt=25.00, eta=1.69, phi=-0.06, mass=125.00
            35 [35] (status=22) pt=22.81, eta=0.71, phi=0.04, mass=60.00
              gamma [22] (status=1) pt=16.56, eta=1.21, phi=2.29, mass=0.00
              gamma [22] (status=1) pt=35.62, eta=-0.21, phi=-0.33, mass=0.00
            35 [35] (status=22) pt=3.27, eta=3.38, phi=-0.83, mass=60.00
              b [5] (status=23) pt=24.38, eta=0.13, phi=1.17, mass=0.00
                b [5] (status=71) pt=11.97, eta=0.14, phi=1.46, mass=0.00
                g [21] (status=71) pt=11.88, eta=0.16, phi=0.89, mass=0.00
                B*- [-523] (status=2) pt=12.69, eta=0.20, phi=1.38, mass=5.33
                  B- [-521] (status=2) pt=12.53, eta=0.20, phi=1.38, mass=5.28
                    nu(e)~ [-12] (status=1) pt=2.33, eta=-0.07, phi=1.63, mass=0.00
                    e- [11] (status=1) pt=4.80, eta=-0.05, phi=1.53, mass=0.00
                    D*(2007)0 [423] (status=2) pt=5.69, eta=0.48, phi=1.14, mass=2.01
                      D0 [421] (status=2) pt=5.27, eta=0.48, phi=1.14, mass=0.00
                B*0 [513] (status=2) pt=24.69, eta=1.30, phi=-1.86, mass=5.33
                  B0 [511] (status=2) pt=24.25, eta=1.30, phi=-1.86, mass=5.28
                    D*(2010)- [-413] (status=2) pt=6.45, eta=1.24, phi=-1.95, mass=2.01
                      D~0 [-421] (status=2) pt=6.02, eta=1.25, phi=-1.95, mass=0.00
                    pi0 [111] (status=2) pt=2.56, eta=1.41, phi=-1.81, mass=0.00
                      e- [11] (status=1) pt=1.55, eta=1.39, phi=-1.84, mass=0.00
                      e+ [-11] (status=1) pt=0.26, eta=1.39, phi=-1.84, mass=0.00
                e- [11] (status=1) pt=0.02, eta=2.66, phi=0.67, mass=0.00
                e+ [-11] (status=1) pt=0.01, eta=3.05, phi=0.81, mass=0.00
              b~ [-5] (status=23) pt=25.88, eta=1.31, phi=-1.86, mass=0.00
                b~ [-5] (status=52) pt=25.31, eta=1.31, phi=-1.86, mass=0.00
                  b~ [-5] (status=71) pt=25.19, eta=1.31, phi=-1.86, mass=0.00

Event 109
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  35 [35] (status=22) pt=17.12, eta=0.14, phi=1.42, mass=60.00
    35 [35] (status=62) pt=11.62, eta=-0.02, phi=1.64, mass=60.00
      gamma [22] (status=1) pt=31.44, eta=-0.43, phi=2.27, mass=0.00
      gamma [22] (status=1) pt=23.00, eta=0.56, phi=-0.58, mass=0.00
  35 [35] (status=22) pt=17.12, eta=-0.43, phi=-1.72, mass=60.00
    35 [35] (status=62) pt=23.56, eta=-0.39, phi=-1.81, mass=60.00
      b [5] (status=23) pt=15.16, eta=1.20, phi=-2.70, mass=0.00
        b [5] (status=71) pt=14.81, eta=1.20, phi=-2.70, mass=0.00
      b~ [-5] (status=23) pt=18.38, eta=-1.32, phi=-1.11, mass=0.00
        b~ [-5] (status=71) pt=13.56, eta=-1.45, phi=-0.98, mass=0.00
        B*~0 [-513] (status=2) pt=13.69, eta=1.18, phi=-2.69, mass=5.33
          B~0 [-511] (status=2) pt=13.50, eta=1.19, phi=-2.69, mass=5.28
            D+ [411] (status=2) pt=3.80, eta=0.95, phi=-2.52, mass=0.00
              mu+ [-13] (status=1) pt=1.57, eta=0.48, phi=-2.26, mass=0.00
              nu(mu) [14] (status=1) pt=1.26, eta=1.18, phi=-2.84, mass=0.00
        B+ [521] (status=2) pt=13.19, eta=-1.36, phi=-1.02, mass=5.28
          D(s)*+ [433] (status=2) pt=4.73, eta=-1.30, phi=-0.78, mass=2.11
            D(s)+ [431] (status=2) pt=4.31, eta=-1.33, phi=-0.80, mass=1.97
          D(2)*(2460)~0 [-425] (status=2) pt=8.66, eta=-1.37, phi=-1.15, mass=2.46
            D- [-411] (status=2) pt=7.42, eta=-1.41, phi=-1.20, mass=0.00
              mu- [13] (status=1) pt=0.78, eta=-1.33, phi=-1.64, mass=0.00
              nu(mu)~ [-14] (status=1) pt=3.96, eta=-1.25, phi=-1.10, mass=0.00

Event 109
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  35 [35] (status=22) pt=17.12, eta=0.14, phi=1.42, mass=60.00
    35 [35] (status=62) pt=11.62, eta=-0.02, phi=1.64, mass=60.00
      gamma [22] (status=1) pt=31.44, eta=-0.43, phi=2.27, mass=0.00
      gamma [22] (status=1) pt=23.00, eta=0.56, phi=-0.58, mass=0.00
  35 [35] (status=22) pt=17.12, eta=-0.43, phi=-1.72, mass=60.00
    35 [35] (status=62) pt=23.56, eta=-0.39, phi=-1.81, mass=60.00
      b [5] (status=23) pt=15.16, eta=1.20, phi=-2.70, mass=0.00
        b [5] (status=71) pt=14.81, eta=1.20, phi=-2.70, mass=0.00
      b~ [-5] (status=23) pt=18.38, eta=-1.32, phi=-1.11, mass=0.00
        b~ [-5] (status=71) pt=13.56, eta=-1.45, phi=-0.98, mass=0.00
        B*~0 [-513] (status=2) pt=13.69, eta=1.18, phi=-2.69, mass=5.33
          B~0 [-511] (status=2) pt=13.50, eta=1.19, phi=-2.69, mass=5.28
            D+ [411] (status=2) pt=3.80, eta=0.95, phi=-2.52, mass=0.00
              mu+ [-13] (status=1) pt=1.57, eta=0.48, phi=-2.26, mass=0.00
              nu(mu) [14] (status=1) pt=1.26, eta=1.18, phi=-2.84, mass=0.00
        B+ [521] (status=2) pt=13.19, eta=-1.36, phi=-1.02, mass=5.28
          D(s)*+ [433] (status=2) pt=4.73, eta=-1.30, phi=-0.78, mass=2.11
            D(s)+ [431] (status=2) pt=4.31, eta=-1.33, phi=-0.80, mass=1.97
          D(2)*(2460)~0 [-425] (status=2) pt=8.66, eta=-1.37, phi=-1.15, mass=2.46
            D- [-411] (status=2) pt=7.42, eta=-1.41, phi=-1.20, mass=0.00
              mu- [13] (status=1) pt=0.78, eta=-1.33, phi=-1.64, mass=0.00
              nu(mu)~ [-14] (status=1) pt=3.96, eta=-1.25, phi=-1.10, mass=0.00

Event 110
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=44.38, eta=-2.84, phi=-2.41, mass=125.00
    H0 [25] (status=44) pt=42.00, eta=-2.86, phi=-2.80, mass=125.00
      H0 [25] (status=44) pt=42.38, eta=-2.85, phi=-3.09, mass=125.00
        H0 [25] (status=44) pt=43.25, eta=-2.84, phi=-3.10, mass=125.00
          H0 [25] (status=44) pt=43.50, eta=-2.83, phi=-3.10, mass=125.00
            H0 [25] (status=62) pt=43.12, eta=-2.84, phi=-3.10, mass=125.00
              35 [35] (status=22) pt=12.03, eta=-3.59, phi=-2.99, mass=60.00
                gamma [22] (status=23) pt=29.25, eta=-1.41, phi=2.70, mass=0.00
                  mu+ [-13] (status=51) pt=4.58, eta=-0.94, phi=2.52, mass=0.00
                    mu+ [-13] (status=1) pt=4.50, eta=-0.94, phi=2.52, mass=0.00
                    gamma [22] (status=1) pt=0.10, eta=-1.11, phi=2.60, mass=0.00
                  mu- [13] (status=51) pt=24.50, eta=-1.52, phi=2.73, mass=0.00
                    mu- [13] (status=1) pt=24.50, eta=-1.52, phi=2.73, mass=0.00
                gamma [22] (status=23) pt=20.38, eta=-2.77, phi=-0.79, mass=0.00
                  gamma [22] (status=1) pt=20.12, eta=-2.77, phi=-0.79, mass=0.00
              35 [35] (status=22) pt=31.12, eta=-2.27, phi=-3.14, mass=60.00
                b [5] (status=23) pt=44.00, eta=-1.73, phi=2.73, mass=0.00
                  b [5] (status=71) pt=33.50, eta=-1.53, phi=2.72, mass=0.00
                  B~0 [-511] (status=2) pt=30.06, eta=-1.53, phi=2.73, mass=5.28
                    nu(tau)~ [-16] (status=1) pt=1.18, eta=-0.99, phi=2.72, mass=0.00
                    tau- [15] (status=2) pt=12.25, eta=-1.51, phi=2.77, mass=0.00
                      nu(tau) [16] (status=1) pt=6.62, eta=-1.47, phi=2.90, mass=0.00
                      pi- [-211] (status=1) pt=5.73, eta=-1.54, phi=2.62, mass=0.00
                    D*(2010)+ [413] (status=2) pt=16.62, eta=-1.57, phi=2.69, mass=2.01
                      D0 [421] (status=2) pt=15.62, eta=-1.57, phi=2.69, mass=0.00
                  B*+ [523] (status=2) pt=15.56, eta=-1.17, phi=-1.12, mass=5.33
                    B+ [521] (status=2) pt=15.44, eta=-1.17, phi=-1.12, mass=5.28
                      D*(2007)~0 [-423] (status=2) pt=8.84, eta=-1.16, phi=-1.37, mass=2.01
                        D~0 [-421] (status=2) pt=8.12, eta=-1.16, phi=-1.38, mass=0.00
                b~ [-5] (status=23) pt=20.06, eta=-1.12, phi=-1.11, mass=0.00
                  b~ [-5] (status=71) pt=17.00, eta=-1.14, phi=-1.11, mass=0.00
  g [21] (status=23) pt=44.38, eta=-1.99, phi=0.73, mass=0.00
    g [21] (status=62) pt=0.45, eta=-1.14, phi=-0.05, mass=0.00
    g [21] (status=71) pt=0.78, eta=-1.45, phi=-2.93, mass=0.00
    g [21] (status=71) pt=2.12, eta=-1.58, phi=2.07, mass=0.00
    g [21] (status=71) pt=1.64, eta=-0.80, phi=0.56, mass=0.00
    g [21] (status=71) pt=1.30, eta=1.34, phi=0.51, mass=0.00
    g [21] (status=71) pt=1.64, eta=-1.66, phi=0.94, mass=0.00
    g [21] (status=71) pt=8.03, eta=-1.73, phi=0.59, mass=0.00
    g [21] (status=71) pt=0.59, eta=-1.66, phi=0.25, mass=0.00
    g [21] (status=71) pt=7.50, eta=-2.44, phi=0.58, mass=0.00
    g [21] (status=71) pt=2.75, eta=-2.09, phi=0.66, mass=0.00
    g [21] (status=71) pt=0.65, eta=-1.03, phi=1.91, mass=0.00
    g [21] (status=71) pt=1.32, eta=-2.40, phi=1.01, mass=0.00
    g [21] (status=71) pt=1.18, eta=-1.77, phi=0.89, mass=0.00
    g [21] (status=71) pt=5.33, eta=-2.05, phi=1.20, mass=0.00
    g [21] (status=71) pt=16.25, eta=-1.88, phi=1.19, mass=0.00
    g [21] (status=71) pt=6.45, eta=-1.66, phi=1.11, mass=0.00

Event 110
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=44.38, eta=-2.84, phi=-2.41, mass=125.00
    H0 [25] (status=44) pt=42.00, eta=-2.86, phi=-2.80, mass=125.00
      H0 [25] (status=44) pt=42.38, eta=-2.85, phi=-3.09, mass=125.00
        H0 [25] (status=44) pt=43.25, eta=-2.84, phi=-3.10, mass=125.00
          H0 [25] (status=44) pt=43.50, eta=-2.83, phi=-3.10, mass=125.00
            H0 [25] (status=62) pt=43.12, eta=-2.84, phi=-3.10, mass=125.00
              35 [35] (status=22) pt=12.03, eta=-3.59, phi=-2.99, mass=60.00
                gamma [22] (status=23) pt=29.25, eta=-1.41, phi=2.70, mass=0.00
                  mu+ [-13] (status=51) pt=4.58, eta=-0.94, phi=2.52, mass=0.00
                    mu+ [-13] (status=1) pt=4.50, eta=-0.94, phi=2.52, mass=0.00
                    gamma [22] (status=1) pt=0.10, eta=-1.11, phi=2.60, mass=0.00
                  mu- [13] (status=51) pt=24.50, eta=-1.52, phi=2.73, mass=0.00
                    mu- [13] (status=1) pt=24.50, eta=-1.52, phi=2.73, mass=0.00
                gamma [22] (status=23) pt=20.38, eta=-2.77, phi=-0.79, mass=0.00
                  gamma [22] (status=1) pt=20.12, eta=-2.77, phi=-0.79, mass=0.00
              35 [35] (status=22) pt=31.12, eta=-2.27, phi=-3.14, mass=60.00
                b [5] (status=23) pt=44.00, eta=-1.73, phi=2.73, mass=0.00
                  b [5] (status=71) pt=33.50, eta=-1.53, phi=2.72, mass=0.00
                  B~0 [-511] (status=2) pt=30.06, eta=-1.53, phi=2.73, mass=5.28
                    nu(tau)~ [-16] (status=1) pt=1.18, eta=-0.99, phi=2.72, mass=0.00
                    tau- [15] (status=2) pt=12.25, eta=-1.51, phi=2.77, mass=0.00
                      nu(tau) [16] (status=1) pt=6.62, eta=-1.47, phi=2.90, mass=0.00
                      pi- [-211] (status=1) pt=5.73, eta=-1.54, phi=2.62, mass=0.00
                    D*(2010)+ [413] (status=2) pt=16.62, eta=-1.57, phi=2.69, mass=2.01
                      D0 [421] (status=2) pt=15.62, eta=-1.57, phi=2.69, mass=0.00
                  B*+ [523] (status=2) pt=15.56, eta=-1.17, phi=-1.12, mass=5.33
                    B+ [521] (status=2) pt=15.44, eta=-1.17, phi=-1.12, mass=5.28
                      D*(2007)~0 [-423] (status=2) pt=8.84, eta=-1.16, phi=-1.37, mass=2.01
                        D~0 [-421] (status=2) pt=8.12, eta=-1.16, phi=-1.38, mass=0.00
                b~ [-5] (status=23) pt=20.06, eta=-1.12, phi=-1.11, mass=0.00
                  b~ [-5] (status=71) pt=17.00, eta=-1.14, phi=-1.11, mass=0.00
  g [21] (status=23) pt=44.38, eta=-1.99, phi=0.73, mass=0.00
    g [21] (status=62) pt=0.45, eta=-1.14, phi=-0.05, mass=0.00
    g [21] (status=71) pt=0.78, eta=-1.45, phi=-2.93, mass=0.00
    g [21] (status=71) pt=2.12, eta=-1.58, phi=2.07, mass=0.00
    g [21] (status=71) pt=1.64, eta=-0.80, phi=0.56, mass=0.00
    g [21] (status=71) pt=1.30, eta=1.34, phi=0.51, mass=0.00
    g [21] (status=71) pt=1.64, eta=-1.66, phi=0.94, mass=0.00
    g [21] (status=71) pt=8.03, eta=-1.73, phi=0.59, mass=0.00
    g [21] (status=71) pt=0.59, eta=-1.66, phi=0.25, mass=0.00
    g [21] (status=71) pt=7.50, eta=-2.44, phi=0.58, mass=0.00
    g [21] (status=71) pt=2.75, eta=-2.09, phi=0.66, mass=0.00
    g [21] (status=71) pt=0.65, eta=-1.03, phi=1.91, mass=0.00
    g [21] (status=71) pt=1.32, eta=-2.40, phi=1.01, mass=0.00
    g [21] (status=71) pt=1.18, eta=-1.77, phi=0.89, mass=0.00
    g [21] (status=71) pt=5.33, eta=-2.05, phi=1.20, mass=0.00
    g [21] (status=71) pt=16.25, eta=-1.88, phi=1.19, mass=0.00
    g [21] (status=71) pt=6.45, eta=-1.66, phi=1.11, mass=0.00

Event 111
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=75.50, eta=-0.07, phi=0.43, mass=125.00
    H0 [25] (status=44) pt=69.50, eta=-0.00, phi=0.54, mass=125.00
      H0 [25] (status=44) pt=76.00, eta=-0.02, phi=0.53, mass=125.00
        H0 [25] (status=44) pt=73.50, eta=-0.04, phi=0.50, mass=125.00
          H0 [25] (status=44) pt=74.75, eta=-0.05, phi=0.50, mass=125.00
            H0 [25] (status=44) pt=73.75, eta=-0.05, phi=0.51, mass=125.00
              H0 [25] (status=62) pt=73.25, eta=-0.06, phi=0.50, mass=125.00
                35 [35] (status=22) pt=43.50, eta=0.29, phi=0.67, mass=60.00
                  gamma [22] (status=1) pt=36.00, eta=-0.42, phi=0.14, mass=0.00
                  gamma [22] (status=1) pt=22.06, eta=1.07, phi=1.64, mass=0.00
                35 [35] (status=22) pt=31.12, eta=-0.53, phi=0.28, mass=60.00
                  b [5] (status=23) pt=48.25, eta=-0.35, phi=0.17, mass=0.00
                    B*~0 [-513] (status=2) pt=42.12, eta=-0.34, phi=0.17, mass=5.33
                      B~0 [-511] (status=2) pt=41.88, eta=-0.34, phi=0.17, mass=5.28
                        nu(mu)~ [-14] (status=1) pt=4.72, eta=-0.17, phi=0.21, mass=0.00
                        mu- [13] (status=1) pt=27.31, eta=-0.33, phi=0.13, mass=0.00
                        D+ [411] (status=2) pt=9.94, eta=-0.44, phi=0.24, mass=0.00
                          mu+ [-13] (status=1) pt=3.38, eta=-0.34, phi=0.31, mass=0.00
                          nu(mu) [14] (status=1) pt=3.83, eta=-0.34, phi=0.22, mass=0.00
