
Event 0
  H0 [25] (status=22) pt=0.00, eta=38.88, phi=0.46, mass=125.00
    H0 [25] (status=44) pt=22.06, eta=2.60, phi=0.07, mass=125.00
      H0 [25] (status=44) pt=23.00, eta=2.56, phi=0.08, mass=125.00
        H0 [25] (status=44) pt=22.81, eta=2.57, phi=0.09, mass=125.00
          H0 [25] (status=44) pt=25.62, eta=2.45, phi=0.07, mass=125.00
            H0 [25] (status=44) pt=24.06, eta=2.52, phi=0.07, mass=125.00
              H0 [25] (status=62) pt=22.56, eta=2.59, phi=0.08, mass=125.00
                35 [35] (status=22) pt=10.31, eta=2.23, phi=-0.03, mass=60.00
                  gamma [22] (status=1) pt=31.75, eta=0.34, phi=-0.62, mass=0.00
                  gamma [22] (status=1) pt=23.88, eta=1.21, phi=2.28, mass=0.00
                35 [35] (status=22) pt=12.34, eta=2.80, phi=0.17, mass=60.00
                  b [5] (status=23) pt=23.56, eta=1.00, phi=-2.57, mass=0.00
                    b [5] (status=71) pt=19.88, eta=1.01, phi=-2.58, mass=0.00
                  b~ [-5] (status=23) pt=35.25, eta=1.48, phi=0.43, mass=0.00
                    b~ [-5] (status=71) pt=30.88, eta=1.46, phi=0.25, mass=0.00
                    B(s)*~0 [-533] (status=2) pt=18.75, eta=1.07, phi=-2.59, mass=5.42
                      B(s)~0 [-531] (status=2) pt=18.44, eta=1.07, phi=-2.59, mass=5.36
                        nu(tau)~ [-16] (status=1) pt=1.38, eta=0.61, phi=-2.62, mass=0.00
                        tau- [15] (status=2) pt=5.81, eta=1.03, phi=-2.48, mass=0.00
                          nu(tau) [16] (status=1) pt=0.19, eta=0.75, phi=2.17, mass=0.00
                          pi0 [111] (status=2) pt=0.20, eta=1.08, phi=-2.06, mass=0.00
                          pi- [-211] (status=1) pt=5.64, eta=1.01, phi=-2.46, mass=0.00
                        D*(2010)+ [413] (status=2) pt=9.53, eta=1.12, phi=-2.66, mass=2.01
                          D0 [421] (status=2) pt=8.94, eta=1.12, phi=-2.66, mass=0.00
                    B0 [511] (status=2) pt=28.75, eta=1.48, phi=0.25, mass=5.28
                      D*(2010)+ [413] (status=2) pt=13.47, eta=1.48, phi=0.23, mass=2.01
                        D0 [421] (status=2) pt=12.41, eta=1.48, phi=0.23, mass=0.00
                          e+ [-11] (status=1) pt=2.41, eta=1.57, phi=0.32, mass=0.00
                          nu(e) [12] (status=1) pt=0.59, eta=1.84, phi=0.44, mass=0.00
                      D*(2010)- [-413] (status=2) pt=9.12, eta=1.52, phi=0.23, mass=2.01
                        D~0 [-421] (status=2) pt=8.31, eta=1.52, phi=0.23, mass=0.00
                          e- [11] (status=1) pt=2.40, eta=1.61, phi=0.29, mass=0.00
                          nu(e)~ [-12] (status=1) pt=3.59, eta=1.50, phi=0.21, mass=0.00
                          pi0 [111] (status=2) pt=1.57, eta=1.48, phi=0.22, mass=0.00
                            e- [11] (status=1) pt=0.05, eta=1.39, phi=0.30, mass=0.00
                            e+ [-11] (status=1) pt=0.49, eta=1.39, phi=0.30, mass=0.00

Event 45
g [21] (status=21) pt=0.00, eta=22912.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=38.88, phi=0.46, mass=125.00
    H0 [25] (status=44) pt=22.06, eta=2.60, phi=0.07, mass=125.00
      H0 [25] (status=44) pt=23.00, eta=2.56, phi=0.08, mass=125.00
        H0 [25] (status=44) pt=22.81, eta=2.57, phi=0.09, mass=125.00
          H0 [25] (status=44) pt=25.62, eta=2.45, phi=0.07, mass=125.00
            H0 [25] (status=44) pt=24.06, eta=2.52, phi=0.07, mass=125.00
              H0 [25] (status=62) pt=22.56, eta=2.59, phi=0.08, mass=125.00
                35 [35] (status=22) pt=10.31, eta=2.23, phi=-0.03, mass=60.00
                  gamma [22] (status=1) pt=31.75, eta=0.34, phi=-0.62, mass=0.00
                  gamma [22] (status=1) pt=23.88, eta=1.21, phi=2.28, mass=0.00
                35 [35] (status=22) pt=12.34, eta=2.80, phi=0.17, mass=60.00
                  b [5] (status=23) pt=23.56, eta=1.00, phi=-2.57, mass=0.00
                    b [5] (status=71) pt=19.88, eta=1.01, phi=-2.58, mass=0.00
                  b~ [-5] (status=23) pt=35.25, eta=1.48, phi=0.43, mass=0.00
                    b~ [-5] (status=71) pt=30.88, eta=1.46, phi=0.25, mass=0.00
                    B(s)*~0 [-533] (status=2) pt=18.75, eta=1.07, phi=-2.59, mass=5.42
                      B(s)~0 [-531] (status=2) pt=18.44, eta=1.07, phi=-2.59, mass=5.36
                        nu(tau)~ [-16] (status=1) pt=1.38, eta=0.61, phi=-2.62, mass=0.00
                        tau- [15] (status=2) pt=5.81, eta=1.03, phi=-2.48, mass=0.00
                          nu(tau) [16] (status=1) pt=0.19, eta=0.75, phi=2.17, mass=0.00
                          pi0 [111] (status=2) pt=0.20, eta=1.08, phi=-2.06, mass=0.00
                          pi- [-211] (status=1) pt=5.64, eta=1.01, phi=-2.46, mass=0.00
                        D*(2010)+ [413] (status=2) pt=9.53, eta=1.12, phi=-2.66, mass=2.01
                          D0 [421] (status=2) pt=8.94, eta=1.12, phi=-2.66, mass=0.00
                    B0 [511] (status=2) pt=28.75, eta=1.48, phi=0.25, mass=5.28
                      D*(2010)+ [413] (status=2) pt=13.47, eta=1.48, phi=0.23, mass=2.01
                        D0 [421] (status=2) pt=12.41, eta=1.48, phi=0.23, mass=0.00
                          e+ [-11] (status=1) pt=2.41, eta=1.57, phi=0.32, mass=0.00
                          nu(e) [12] (status=1) pt=0.59, eta=1.84, phi=0.44, mass=0.00
                      D*(2010)- [-413] (status=2) pt=9.12, eta=1.52, phi=0.23, mass=2.01
                        D~0 [-421] (status=2) pt=8.31, eta=1.52, phi=0.23, mass=0.00
                          e- [11] (status=1) pt=2.40, eta=1.61, phi=0.29, mass=0.00
                          nu(e)~ [-12] (status=1) pt=3.59, eta=1.50, phi=0.21, mass=0.00
                          pi0 [111] (status=2) pt=1.57, eta=1.48, phi=0.22, mass=0.00
                            e- [11] (status=1) pt=0.05, eta=1.39, phi=0.30, mass=0.00
                            e+ [-11] (status=1) pt=0.49, eta=1.39, phi=0.30, mass=0.00

Event 46
g [21] (status=21) pt=0.00, eta=22976.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=39.75, phi=3.14, mass=125.00
    H0 [25] (status=44) pt=35.50, eta=2.40, phi=-0.80, mass=125.00
      H0 [25] (status=44) pt=33.25, eta=2.45, phi=-0.84, mass=125.00
        H0 [25] (status=44) pt=33.25, eta=2.45, phi=-0.85, mass=125.00
          H0 [25] (status=62) pt=33.12, eta=2.45, phi=-0.82, mass=125.00
            35 [35] (status=22) pt=12.50, eta=2.47, phi=-1.84, mass=60.00
              gamma [22] (status=1) pt=33.25, eta=0.64, phi=-1.44, mass=0.00
              gamma [22] (status=1) pt=22.31, eta=1.55, phi=1.92, mass=0.00
            35 [35] (status=22) pt=28.62, eta=2.11, phi=-0.44, mass=60.00
              b [5] (status=23) pt=32.12, eta=0.88, phi=-1.32, mass=0.00
                b [5] (status=71) pt=24.94, eta=0.98, phi=-1.54, mass=0.00
                B~0 [-511] (status=2) pt=21.81, eta=1.00, phi=-1.52, mass=5.28
                  nu(mu)~ [-14] (status=1) pt=2.00, eta=0.75, phi=-2.05, mass=0.00
                  mu- [13] (status=1) pt=12.59, eta=0.95, phi=-1.47, mass=0.00
                  D+ [411] (status=2) pt=7.47, eta=1.12, phi=-1.48, mass=0.00
                B*0 [513] (status=2) pt=22.12, eta=1.86, phi=0.78, mass=5.33
                  B0 [511] (status=2) pt=21.75, eta=1.86, phi=0.78, mass=5.28
                    D(s)+ [431] (status=2) pt=8.31, eta=1.86, phi=0.58, mass=1.97
                    D*(2010)- [-413] (status=2) pt=13.69, eta=1.85, phi=0.90, mass=2.01
                      D- [-411] (status=2) pt=12.28, eta=1.86, phi=0.89, mass=0.00
              b~ [-5] (status=23) pt=26.00, eta=1.89, phi=0.81, mass=0.00
                b~ [-5] (status=71) pt=20.94, eta=1.83, phi=0.74, mass=0.00

Event 46
g [21] (status=21) pt=0.00, eta=22976.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=39.75, phi=3.14, mass=125.00
    H0 [25] (status=44) pt=35.50, eta=2.40, phi=-0.80, mass=125.00
      H0 [25] (status=44) pt=33.25, eta=2.45, phi=-0.84, mass=125.00
        H0 [25] (status=44) pt=33.25, eta=2.45, phi=-0.85, mass=125.00
          H0 [25] (status=62) pt=33.12, eta=2.45, phi=-0.82, mass=125.00
            35 [35] (status=22) pt=12.50, eta=2.47, phi=-1.84, mass=60.00
              gamma [22] (status=1) pt=33.25, eta=0.64, phi=-1.44, mass=0.00
              gamma [22] (status=1) pt=22.31, eta=1.55, phi=1.92, mass=0.00
            35 [35] (status=22) pt=28.62, eta=2.11, phi=-0.44, mass=60.00
              b [5] (status=23) pt=32.12, eta=0.88, phi=-1.32, mass=0.00
                b [5] (status=71) pt=24.94, eta=0.98, phi=-1.54, mass=0.00
                B~0 [-511] (status=2) pt=21.81, eta=1.00, phi=-1.52, mass=5.28
                  nu(mu)~ [-14] (status=1) pt=2.00, eta=0.75, phi=-2.05, mass=0.00
                  mu- [13] (status=1) pt=12.59, eta=0.95, phi=-1.47, mass=0.00
                  D+ [411] (status=2) pt=7.47, eta=1.12, phi=-1.48, mass=0.00
                B*0 [513] (status=2) pt=22.12, eta=1.86, phi=0.78, mass=5.33
                  B0 [511] (status=2) pt=21.75, eta=1.86, phi=0.78, mass=5.28
                    D(s)+ [431] (status=2) pt=8.31, eta=1.86, phi=0.58, mass=1.97
                    D*(2010)- [-413] (status=2) pt=13.69, eta=1.85, phi=0.90, mass=2.01
                      D- [-411] (status=2) pt=12.28, eta=1.86, phi=0.89, mass=0.00
              b~ [-5] (status=23) pt=26.00, eta=1.89, phi=0.81, mass=0.00
                b~ [-5] (status=71) pt=20.94, eta=1.83, phi=0.74, mass=0.00

Event 47
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-39.50, phi=3.14, mass=125.00
    H0 [25] (status=44) pt=38.50, eta=-2.09, phi=-2.12, mass=125.00
      H0 [25] (status=44) pt=53.50, eta=-1.82, phi=-1.96, mass=125.00
        H0 [25] (status=44) pt=54.25, eta=-1.81, phi=-1.96, mass=125.00
          H0 [25] (status=44) pt=52.62, eta=-1.83, phi=-1.93, mass=125.00
            H0 [25] (status=62) pt=52.50, eta=-1.83, phi=-1.93, mass=125.00
              35 [35] (status=22) pt=28.56, eta=-1.70, phi=-1.29, mass=60.00
                gamma [22] (status=1) pt=27.88, eta=-0.44, phi=-0.14, mass=0.00
                gamma [22] (status=1) pt=30.69, eta=-1.46, phi=-2.27, mass=0.00
              35 [35] (status=22) pt=34.00, eta=-1.64, phi=-2.45, mass=60.00
                b [5] (status=23) pt=16.19, eta=0.31, phi=-2.67, mass=0.00
                  b [5] (status=71) pt=7.73, eta=0.79, phi=-2.26, mass=0.00
                  B(s)~0 [-531] (status=2) pt=6.88, eta=0.76, phi=-2.32, mass=5.36
                    D(s)- [-431] (status=2) pt=2.33, eta=0.62, phi=-2.59, mass=1.97
                    D+ [411] (status=2) pt=4.06, eta=0.69, phi=-2.12, mass=0.00
                  B(s)0 [531] (status=2) pt=15.88, eta=-2.26, phi=-2.25, mass=5.36
                    D(s)*- [-433] (status=2) pt=8.47, eta=-2.23, phi=-2.19, mass=2.11
                      D(s)- [-431] (status=2) pt=7.92, eta=-2.22, phi=-2.18, mass=1.97
                        e- [11] (status=1) pt=3.91, eta=-2.09, phi=-2.16, mass=0.00
                        nu(e)~ [-12] (status=1) pt=1.13, eta=-1.85, phi=-2.17, mass=0.00
                b~ [-5] (status=23) pt=18.56, eta=-2.27, phi=-2.26, mass=0.00
                  b~ [-5] (status=71) pt=16.44, eta=-2.27, phi=-2.26, mass=0.00

Event 47
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-39.50, phi=3.14, mass=125.00
    H0 [25] (status=44) pt=38.50, eta=-2.09, phi=-2.12, mass=125.00
      H0 [25] (status=44) pt=53.50, eta=-1.82, phi=-1.96, mass=125.00
        H0 [25] (status=44) pt=54.25, eta=-1.81, phi=-1.96, mass=125.00
          H0 [25] (status=44) pt=52.62, eta=-1.83, phi=-1.93, mass=125.00
            H0 [25] (status=62) pt=52.50, eta=-1.83, phi=-1.93, mass=125.00
              35 [35] (status=22) pt=28.56, eta=-1.70, phi=-1.29, mass=60.00
                gamma [22] (status=1) pt=27.88, eta=-0.44, phi=-0.14, mass=0.00
                gamma [22] (status=1) pt=30.69, eta=-1.46, phi=-2.27, mass=0.00
              35 [35] (status=22) pt=34.00, eta=-1.64, phi=-2.45, mass=60.00
                b [5] (status=23) pt=16.19, eta=0.31, phi=-2.67, mass=0.00
                  b [5] (status=71) pt=7.73, eta=0.79, phi=-2.26, mass=0.00
                  B(s)~0 [-531] (status=2) pt=6.88, eta=0.76, phi=-2.32, mass=5.36
                    D(s)- [-431] (status=2) pt=2.33, eta=0.62, phi=-2.59, mass=1.97
                    D+ [411] (status=2) pt=4.06, eta=0.69, phi=-2.12, mass=0.00
                  B(s)0 [531] (status=2) pt=15.88, eta=-2.26, phi=-2.25, mass=5.36
                    D(s)*- [-433] (status=2) pt=8.47, eta=-2.23, phi=-2.19, mass=2.11
                      D(s)- [-431] (status=2) pt=7.92, eta=-2.22, phi=-2.18, mass=1.97
                        e- [11] (status=1) pt=3.91, eta=-2.09, phi=-2.16, mass=0.00
                        nu(e)~ [-12] (status=1) pt=1.13, eta=-1.85, phi=-2.17, mass=0.00
                b~ [-5] (status=23) pt=18.56, eta=-2.27, phi=-2.26, mass=0.00
                  b~ [-5] (status=71) pt=16.44, eta=-2.27, phi=-2.26, mass=0.00

Event 48
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-38.00, phi=2.68, mass=125.00
    H0 [25] (status=44) pt=6.41, eta=-3.14, phi=1.68, mass=125.00
      H0 [25] (status=44) pt=7.28, eta=-3.02, phi=1.79, mass=125.00
        H0 [25] (status=44) pt=8.03, eta=-2.92, phi=1.71, mass=125.00
          H0 [25] (status=62) pt=11.28, eta=-2.59, phi=1.82, mass=125.00
            35 [35] (status=22) pt=22.50, eta=-1.32, phi=2.23, mass=60.00
              gamma [22] (status=1) pt=12.16, eta=0.74, phi=-1.37, mass=0.00
              gamma [22] (status=1) pt=33.75, eta=-1.16, phi=2.07, mass=0.00
            35 [35] (status=22) pt=12.97, eta=-1.72, phi=-0.55, mass=60.00
              b [5] (status=23) pt=23.81, eta=0.30, phi=-1.18, mass=0.00
                b [5] (status=71) pt=21.94, eta=0.30, phi=-1.18, mass=0.00
              b~ [-5] (status=23) pt=15.41, eta=-1.74, phi=1.44, mass=0.00
                b~ [-5] (status=71) pt=9.41, eta=-2.10, phi=1.59, mass=0.00
                B- [-521] (status=2) pt=21.56, eta=0.31, phi=-1.16, mass=5.28
                  D*(2007)0 [423] (status=2) pt=8.53, eta=0.39, phi=-1.11, mass=2.01
                    D0 [421] (status=2) pt=7.75, eta=0.39, phi=-1.11, mass=0.00
                  D(s)*- [-433] (status=2) pt=10.62, eta=0.26, phi=-1.20, mass=2.11
                    D(s)- [-431] (status=2) pt=9.25, eta=0.26, phi=-1.20, mass=1.97
                B*+ [523] (status=2) pt=9.44, eta=-2.06, phi=1.60, mass=5.33
                  B+ [521] (status=2) pt=9.34, eta=-2.06, phi=1.60, mass=5.28
                    D~0 [-421] (status=2) pt=3.13, eta=-2.19, phi=2.21, mass=0.00

Event 48
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-38.00, phi=2.68, mass=125.00
    H0 [25] (status=44) pt=6.41, eta=-3.14, phi=1.68, mass=125.00
      H0 [25] (status=44) pt=7.28, eta=-3.02, phi=1.79, mass=125.00
        H0 [25] (status=44) pt=8.03, eta=-2.92, phi=1.71, mass=125.00
          H0 [25] (status=62) pt=11.28, eta=-2.59, phi=1.82, mass=125.00
            35 [35] (status=22) pt=22.50, eta=-1.32, phi=2.23, mass=60.00
              gamma [22] (status=1) pt=12.16, eta=0.74, phi=-1.37, mass=0.00
              gamma [22] (status=1) pt=33.75, eta=-1.16, phi=2.07, mass=0.00
            35 [35] (status=22) pt=12.97, eta=-1.72, phi=-0.55, mass=60.00
              b [5] (status=23) pt=23.81, eta=0.30, phi=-1.18, mass=0.00
                b [5] (status=71) pt=21.94, eta=0.30, phi=-1.18, mass=0.00
              b~ [-5] (status=23) pt=15.41, eta=-1.74, phi=1.44, mass=0.00
                b~ [-5] (status=71) pt=9.41, eta=-2.10, phi=1.59, mass=0.00
                B- [-521] (status=2) pt=21.56, eta=0.31, phi=-1.16, mass=5.28
                  D*(2007)0 [423] (status=2) pt=8.53, eta=0.39, phi=-1.11, mass=2.01
                    D0 [421] (status=2) pt=7.75, eta=0.39, phi=-1.11, mass=0.00
                  D(s)*- [-433] (status=2) pt=10.62, eta=0.26, phi=-1.20, mass=2.11
                    D(s)- [-431] (status=2) pt=9.25, eta=0.26, phi=-1.20, mass=1.97
                B*+ [523] (status=2) pt=9.44, eta=-2.06, phi=1.60, mass=5.33
                  B+ [521] (status=2) pt=9.34, eta=-2.06, phi=1.60, mass=5.28
                    D~0 [-421] (status=2) pt=3.13, eta=-2.19, phi=2.21, mass=0.00

Event 49
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=39.25, eta=-3.98, phi=-1.04, mass=125.00
    H0 [25] (status=44) pt=53.25, eta=-3.77, phi=-1.00, mass=125.00
      H0 [25] (status=44) pt=69.25, eta=-3.57, phi=-0.90, mass=125.00
        H0 [25] (status=44) pt=68.75, eta=-3.58, phi=-0.91, mass=125.00
          H0 [25] (status=62) pt=68.25, eta=-3.59, phi=-0.90, mass=125.00
            35 [35] (status=22) pt=43.25, eta=-3.33, phi=-0.52, mass=60.00
              gamma [22] (status=1) pt=11.41, eta=-4.23, phi=-1.93, mass=0.00
              gamma [22] (status=1) pt=43.00, eta=-2.29, phi=-0.26, mass=0.00
            35 [35] (status=22) pt=32.25, eta=-3.66, phi=-1.42, mass=60.00
              b [5] (status=23) pt=17.81, eta=-2.96, phi=2.05, mass=0.00
                b [5] (status=71) pt=14.28, eta=-2.76, phi=1.98, mass=0.00
                B(s)*~0 [-533] (status=2) pt=13.28, eta=-2.81, phi=1.96, mass=5.42
                  B(s)~0 [-531] (status=2) pt=13.25, eta=-2.81, phi=1.96, mass=5.36
                    nu(mu)~ [-14] (status=1) pt=2.87, eta=-2.47, phi=1.95, mass=0.00
                    mu- [13] (status=1) pt=1.26, eta=-2.03, phi=2.53, mass=0.00
                    D(s)*+ [433] (status=2) pt=9.34, eta=-2.94, phi=1.90, mass=2.11
                      D(s)+ [431] (status=2) pt=8.47, eta=-2.93, phi=1.91, mass=1.97
                B*0 [513] (status=2) pt=41.88, eta=-2.91, phi=-1.31, mass=5.33
                  B0 [511] (status=2) pt=41.38, eta=-2.91, phi=-1.32, mass=5.28
                    D+ [411] (status=2) pt=20.06, eta=-2.91, phi=-1.26, mass=0.00
              b~ [-5] (status=23) pt=49.50, eta=-2.91, phi=-1.30, mass=0.00
                b~ [-5] (status=71) pt=46.88, eta=-2.91, phi=-1.30, mass=0.00
  g [21] (status=23) pt=39.25, eta=-3.36, phi=2.11, mass=0.00
    g [21] (status=62) pt=4.41, eta=-3.66, phi=1.99, mass=0.00
    g [21] (status=71) pt=5.16, eta=-3.50, phi=2.15, mass=0.00

Event 49
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=39.25, eta=-3.98, phi=-1.04, mass=125.00
    H0 [25] (status=44) pt=53.25, eta=-3.77, phi=-1.00, mass=125.00
      H0 [25] (status=44) pt=69.25, eta=-3.57, phi=-0.90, mass=125.00
        H0 [25] (status=44) pt=68.75, eta=-3.58, phi=-0.91, mass=125.00
          H0 [25] (status=62) pt=68.25, eta=-3.59, phi=-0.90, mass=125.00
            35 [35] (status=22) pt=43.25, eta=-3.33, phi=-0.52, mass=60.00
              gamma [22] (status=1) pt=11.41, eta=-4.23, phi=-1.93, mass=0.00
              gamma [22] (status=1) pt=43.00, eta=-2.29, phi=-0.26, mass=0.00
            35 [35] (status=22) pt=32.25, eta=-3.66, phi=-1.42, mass=60.00
              b [5] (status=23) pt=17.81, eta=-2.96, phi=2.05, mass=0.00
                b [5] (status=71) pt=14.28, eta=-2.76, phi=1.98, mass=0.00
