# File used : root://xrootd-cms.infn.it//store/mc/RunIISummer20UL18NanoAODv9/WHToAA_AToBB_AToGG_M-20_TuneCP5_13TeV_madgraph_pythia8/NANOAODSIM/106X_upgrade2018_realistic_v16_L1v1-v1/2530000/FB6A4557-3B3E-5E4A-900D-45A77C107EA2.root


Event Number : 0
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
  19      5      23       12673                 17  -1.7969   0.000  -1.9258   7.703
  20     -5      23       12673                 17  -2.0312   0.000  -1.5039  66.250
  21     22       1       12673                 18  -0.1982   0.000   1.6602   7.531
  22     22       1       12673                 18   0.4053   0.000  -2.2812  14.094
  23   -513       2       28675                 19  -1.8594   5.328  -1.8320   9.312
  24    513       2       28675                 19  -2.0391   5.328  -1.5117  62.750
  25      3      71        8193                 -1  -1.0234   0.000   0.7695   6.484
  26     21      71        8193                 -1  -0.1694   0.000   2.0156  11.062
  27     -3      71        8193                 -1  -0.0952   0.000   1.6641   3.773
  28     21      71        8193                 -1  -1.0469   0.000   0.7441  19.188
  29      1      71        8193                 -1  -4.5938   0.000  -1.5391   0.564
  30   2101      71        8193                 -1  10.4062   0.580  -2.6016   0.247
  31   -511       2       12354                 23  -1.8594   5.281  -1.8281   9.250
  32    511       2       12354                 24  -2.0391   5.281  -1.5117  61.875
  33     11       1       12352                 29  -0.0369   0.000  -0.3818   0.003
  34    -11       1       12352                 29  -1.0586   0.000  -1.2656   0.069
  35    -14       1       12352                 31  -1.3984   0.000  -2.0625   1.832
  36     13       1       12352                 31  -1.5547   0.000  -1.8672   3.820
  37    413       2       12354                 32  -2.0078   2.008  -1.4375  23.500
  38     11       1       12352                 25   0.1938   0.000   0.3242   0.034
  39    -11       1       12352                 25   0.2476   0.000   0.2031   0.137
  40    423       2       28738                 31  -2.2266   2.008  -1.8789   3.125
  41    421       2       12354                 37  -2.0078   0.000  -1.4375  21.562
  42    421       2       12354                 40  -2.2266   0.000  -1.9141   2.766
  43    -11       1       12352                 41  -2.0078   0.000  -1.4336  18.500
  44     12       1       12352                 41  -3.1875   0.000  -1.1250   0.089
